sequence,survived,category
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Fontaine_Sacree -> Escalier -> Zombie -> Gemmes -> Inscription -> Coffre -> Escalier -> Fontaine_Sacree -> Escalier -> Potion -> Gemmes -> Or -> Coffre -> Salle_Vide -> Couloir -> Or -> Piege_a_Pics -> Rat -> Minotaure -> Salle_Vide -> Or -> Inscription -> Zombie -> Couloir -> Rat -> Salle_Vide -> Fosse -> Grande_Potion -> Demon -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Couloir -> Gobelin -> Salle_Vide -> Fosse -> Fosse -> Gobelin -> Fosse -> Escalier -> Couloir -> Escalier -> Rat -> Salle_Vide -> Gaz_Toxique -> Escalier -> Liche -> Sortie,0,synthetic
Entree -> Zombie -> Gaz_Toxique -> Inscription -> Gemmes -> Repas -> Salle_Vide -> Repas -> Couloir -> Fontaine_Sacree -> Salle_Vide -> Couloir -> Coffre -> Couloir -> Fosse -> Escalier -> Salle_Vide -> Orc -> Gobelin -> Salle_Vide -> Zombie -> Hydre -> Or -> Zombie -> Inscription -> Potion -> Inscription -> Or -> Inscription -> Or -> Demon -> Coffre -> Fontaine_Sacree -> Inscription -> Hydre -> Dragon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Orc -> Fontaine_Sacree -> Dragon -> Or -> Minotaure -> Inscription -> Hydre -> Repas -> Potion -> Gaz_Toxique -> Gobelin -> Gemmes -> Or -> Or -> Or -> Escalier -> Gaz_Toxique -> Orc -> Coffre -> Inscription -> Potion -> Or -> Zombie -> Gaz_Toxique -> Salle_Vide -> Gemmes -> Liche -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Liche -> Gemmes -> Piege_a_Pics -> Gemmes -> Gemmes -> Coffre -> Couloir -> Salle_Vide -> Gemmes -> Piege_a_Pics -> Potion -> Couloir -> Gaz_Toxique -> Coffre -> Coffre -> Salle_Vide -> Escalier -> Piege_a_Pics -> Hydre -> Coffre -> Zombie -> Potion -> Couloir -> Fontaine_Sacree -> Escalier -> Salle_Vide -> Demon -> Gaz_Toxique -> Piege_a_Pics -> Dragon -> Sortie,0,synthetic
Entree -> Orc -> Inscription -> Or -> Inscription -> Couloir -> Or -> Orc -> Gobelin -> Salle_Vide -> Piege_a_Pics -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Salle_Vide -> Piege_a_Pics -> Dragon -> Or -> Gemmes -> Inscription -> Piege_a_Pics -> Gaz_Toxique -> Couloir -> Orc -> Rat -> Salle_Vide -> Couloir -> Zombie -> Fontaine_Sacree -> Orc -> Coffre -> Hydre -> Repas -> Coffre -> Salle_Vide -> Salle_Vide -> Fontaine_Sacree -> Fosse -> Gemmes -> Potion -> Coffre -> Inscription -> Couloir -> Salle_Vide -> Zombie -> Gemmes -> Minotaure -> Salle_Vide -> Dragon -> Piege_a_Pics -> Couloir -> Orc -> Rat -> Gobelin -> Troll -> Gemmes -> Gaz_Toxique -> Salle_Vide -> Escalier -> Or -> Demon -> Sortie,0,synthetic
Entree -> Rat -> Couloir -> Zombie -> Potion -> Escalier -> Gobelin -> Rat -> Salle_Vide -> Couloir -> Salle_Vide -> Gaz_Toxique -> Orc -> Couloir -> Couloir -> Rat -> Liche -> Dragon -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Couloir -> Piege_a_Pics -> Couloir -> Orc -> Gobelin -> Coffre -> Escalier -> Gemmes -> Coffre -> Zombie -> Coffre -> Escalier -> Gemmes -> Troll -> Piege_a_Pics -> Inscription -> Escalier -> Grande_Potion -> Salle_Vide -> Repas -> Couloir -> Piege_a_Pics -> Escalier -> Dragon -> Gobelin -> Gemmes -> Salle_Vide -> Or -> Zombie -> Demon -> Inscription -> Demon -> Fontaine_Sacree -> Couloir -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Hydre -> Salle_Vide -> Coffre -> Rat -> Escalier -> Potion -> Rat -> Gaz_Toxique -> Coffre -> Fontaine_Sacree -> Inscription -> Coffre -> Coffre -> Potion -> Inscription -> Grande_Potion -> Rat -> Orc -> Or -> Fosse -> Escalier -> Coffre -> Orc -> Zombie -> Gobelin -> Salle_Vide -> Couloir -> Escalier -> Coffre -> Minotaure -> Liche -> Minotaure -> Rat -> Rat -> Troll -> Rat -> Salle_Vide -> Couloir -> Coffre -> Salle_Vide -> Gobelin -> Rat -> Grande_Potion -> Grande_Potion -> Salle_Vide -> Demon -> Rat -> Repas -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Or -> Salle_Vide -> Gobelin -> Gobelin -> Escalier -> Or -> Escalier -> Gemmes -> Rat -> Grande_Potion -> Coffre -> Liche -> Coffre -> Or -> Gemmes -> Gobelin -> Gemmes -> Salle_Vide -> Coffre -> Fosse -> Repas -> Gemmes -> Gemmes -> Potion -> Couloir -> Gaz_Toxique -> Couloir -> Troll -> Rat -> Gemmes -> Coffre -> Liche -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Epee_Legendaire -> Potion -> Gemmes -> Gaz_Toxique -> Rat -> Or -> Rat -> Dragon -> Zombie -> Escalier -> Gobelin -> Salle_Vide -> Couloir -> Hydre -> Salle_Vide -> Potion -> Inscription -> Couloir -> Piege_a_Pics -> Zombie -> Potion -> Orc -> Couloir -> Couloir -> Gemmes -> Or -> Escalier -> Or -> Inscription -> Couloir -> Piege_a_Pics -> Fontaine_Sacree -> Salle_Vide -> Rat -> Inscription -> Gaz_Toxique -> Escalier -> Inscription -> Coffre -> Minotaure -> Salle_Vide -> Escalier -> Couloir -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Potion -> Couloir -> Potion -> Fosse -> Or -> Gemmes -> Rat -> Piege_a_Pics -> Orc -> Zombie -> Escalier -> Coffre -> Fontaine_Sacree -> Couloir -> Minotaure -> Salle_Vide -> Demon -> Sortie,0,synthetic
Entree -> Fosse -> Potion -> Hydre -> Troll -> Gaz_Toxique -> Gaz_Toxique -> Coffre -> Gemmes -> Salle_Vide -> Gemmes -> Couloir -> Escalier -> Escalier -> Zombie -> Demon -> Rat -> Gemmes -> Or -> Inscription -> Gobelin -> Escalier -> Salle_Vide -> Piege_a_Pics -> Orc -> Rat -> Couloir -> Rat -> Inscription -> Fontaine_Sacree -> Gobelin -> Dragon -> Minotaure -> Fontaine_Sacree -> Piege_a_Pics -> Couloir -> Salle_Vide -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Rat -> Gemmes -> Troll -> Escalier -> Gobelin -> Repas -> Couloir -> Coffre -> Piege_a_Pics -> Zombie -> Salle_Vide -> Gemmes -> Troll -> Inscription -> Gaz_Toxique -> Salle_Vide -> Fontaine_Sacree -> Inscription -> Demon -> Or -> Orc -> Gemmes -> Inscription -> Repas -> Gemmes -> Potion -> Gobelin -> Gobelin -> Gemmes -> Troll -> Dragon -> Gemmes -> Zombie -> Gobelin -> Salle_Vide -> Couloir -> Couloir -> Troll -> Piege_a_Pics -> Gemmes -> Escalier -> Gobelin -> Demon -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Epee_Legendaire -> Gaz_Toxique -> Escalier -> Rat -> Zombie -> Fontaine_Sacree -> Inscription -> Potion -> Coffre -> Fosse -> Coffre -> Coffre -> Orc -> Coffre -> Gobelin -> Couloir -> Inscription -> Escalier -> Zombie -> Coffre -> Couloir -> Couloir -> Couloir -> Inscription -> Salle_Vide -> Inscription -> Inscription -> Couloir -> Coffre -> Salle_Vide -> Gobelin -> Salle_Vide -> Coffre -> Escalier -> Rat -> Gaz_Toxique -> Potion -> Piege_a_Pics -> Hydre -> Coffre -> Repas -> Gemmes -> Gemmes -> Zombie -> Couloir -> Fosse -> Gaz_Toxique -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Potion -> Or -> Fontaine_Sacree -> Minotaure -> Gaz_Toxique -> Escalier -> Salle_Vide -> Salle_Vide -> Salle_Vide -> Escalier -> Grande_Potion -> Coffre -> Salle_Vide -> Fontaine_Sacree -> Inscription -> Gobelin -> Zombie -> Potion,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Amulette_Protection -> Salle_Vide -> Gobelin -> Orc -> Inscription -> Inscription -> Inscription -> Or -> Gemmes -> Inscription -> Gemmes -> Fosse -> Salle_Vide -> Grande_Potion -> Inscription -> Escalier -> Salle_Vide -> Gobelin -> Couloir -> Couloir -> Fosse -> Orc -> Gemmes -> Gemmes -> Couloir -> Potion -> Grande_Potion -> Coffre -> Couloir -> Inscription -> Grande_Potion -> Escalier -> Or -> Rat -> Escalier -> Escalier -> Salle_Vide -> Fontaine_Sacree -> Escalier -> Escalier -> Gobelin -> Couloir -> Gaz_Toxique -> Piege_a_Pics -> Fontaine_Sacree -> Dragon -> Orc -> Demon -> Sortie,0,synthetic
Entree -> Potion -> Fontaine_Sacree -> Demon -> Repas -> Piege_a_Pics -> Or -> Inscription -> Dragon -> Rat -> Gemmes -> Salle_Vide -> Gemmes -> Orc -> Salle_Vide -> Zombie -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Demon -> Troll -> Couloir -> Fosse -> Gemmes -> Inscription -> Coffre -> Hydre -> Zombie -> Repas -> Escalier -> Sortie,0,synthetic
Entree -> Gemmes -> Gemmes -> Couloir -> Inscription -> Couloir -> Gobelin -> Potion -> Salle_Vide -> Demon -> Gemmes -> Inscription -> Or -> Gaz_Toxique -> Coffre -> Piege_a_Pics -> Demon -> Zombie -> Zombie -> Hydre -> Repas -> Couloir -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Zombie -> Rat -> Orc -> Repas -> Couloir -> Coffre -> Gobelin -> Gaz_Toxique -> Inscription -> Repas -> Gaz_Toxique -> Repas -> Couloir -> Inscription -> Gemmes -> Fontaine_Sacree -> Gobelin -> Minotaure -> Repas -> Troll -> Escalier -> Piege_a_Pics -> Liche -> Grande_Potion -> Orc -> Inscription -> Couloir -> Escalier -> Inscription -> Liche -> Escalier -> Inscription -> Escalier -> Repas -> Gobelin -> Minotaure -> Inscription -> Rat -> Escalier -> Liche -> Couloir -> Couloir -> Gaz_Toxique -> Rat -> Salle_Vide -> Gemmes -> Gobelin -> Gobelin -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Epee_Legendaire -> Couloir -> Rat -> Potion -> Fontaine_Sacree -> Fosse -> Couloir -> Orc -> Coffre -> Inscription -> Salle_Vide -> Couloir -> Rat -> Potion -> Repas -> Or -> Fontaine_Sacree -> Liche -> Couloir -> Repas -> Coffre -> Or -> Escalier -> Zombie -> Escalier -> Rat -> Salle_Vide -> Escalier -> Or -> Demon -> Gobelin -> Troll -> Orc -> Gaz_Toxique -> Orc -> Gemmes -> Inscription -> Troll -> Rat -> Orc -> Zombie -> Fontaine_Sacree -> Escalier -> Piege_a_Pics -> Gobelin -> Troll -> Demon -> Sortie,0,synthetic
Entree -> Gemmes -> Dragon -> Grande_Potion -> Escalier -> Gobelin -> Coffre -> Dragon -> Couloir -> Gemmes -> Hydre -> Piege_a_Pics -> Coffre -> Gemmes -> Liche -> Rat -> Escalier -> Escalier -> Rat -> Inscription -> Dragon -> Salle_Vide -> Orc -> Escalier -> Couloir -> Demon -> Rat -> Gemmes -> Gobelin -> Dragon -> Sortie,0,synthetic
Entree -> Coffre -> Couloir -> Gemmes -> Repas -> Gemmes -> Coffre -> Escalier -> Troll -> Orc -> Rat -> Escalier -> Piege_a_Pics -> Or -> Coffre -> Salle_Vide -> Escalier -> Potion -> Potion -> Salle_Vide -> Gemmes -> Couloir -> Salle_Vide -> Repas -> Hydre -> Zombie -> Rat -> Fontaine_Sacree -> Orc -> Piege_a_Pics -> Piege_a_Pics -> Gemmes -> Couloir -> Coffre -> Piege_a_Pics -> Escalier -> Fosse -> Gobelin -> Inscription -> Gemmes -> Piege_a_Pics -> Coffre -> Or -> Escalier -> Gobelin -> Rat -> Sortie,0,synthetic
Entree -> Salle_Vide -> Hydre -> Orc -> Or -> Gemmes -> Coffre -> Hydre -> Couloir -> Zombie -> Potion -> Inscription -> Minotaure -> Zombie -> Rat -> Escalier -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Amulette_Protection -> Fosse -> Orc -> Salle_Vide -> Demon -> Piege_a_Pics -> Coffre -> Inscription -> Inscription -> Escalier -> Escalier -> Coffre -> Demon -> Escalier -> Inscription -> Gemmes -> Demon -> Repas -> Hydre -> Liche -> Coffre -> Coffre -> Coffre -> Inscription -> Couloir -> Grande_Potion -> Coffre -> Rat -> Rat -> Salle_Vide -> Or -> Escalier -> Inscription -> Gemmes -> Dragon -> Or -> Repas -> Gemmes -> Coffre -> Minotaure -> Gaz_Toxique -> Orc -> Inscription -> Gemmes -> Coffre -> Zombie -> Potion -> Gaz_Toxique -> Couloir -> Inscription -> Liche -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Or -> Troll -> Coffre -> Escalier -> Rat -> Zombie -> Couloir -> Escalier -> Escalier -> Rat -> Escalier -> Orc -> Fosse -> Repas -> Or -> Orc -> Gobelin -> Troll -> Inscription -> Coffre -> Rat -> Fontaine_Sacree -> Gaz_Toxique -> Salle_Vide -> Escalier -> Sortie,0,synthetic
Entree -> Orc -> Escalier -> Or -> Couloir -> Salle_Vide -> Salle_Vide -> Inscription -> Or -> Or -> Escalier -> Liche -> Demon -> Inscription -> Rat -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Couloir -> Salle_Vide -> Salle_Vide -> Gemmes -> Or -> Rat -> Inscription -> Gemmes -> Salle_Vide -> Troll -> Orc -> Salle_Vide -> Or -> Orc -> Coffre -> Fosse -> Gobelin -> Zombie -> Inscription -> Couloir -> Salle_Vide -> Orc -> Piege_a_Pics -> Fosse -> Coffre -> Gobelin -> Orc -> Couloir -> Fosse -> Fosse -> Orc -> Hydre -> Gemmes -> Escalier -> Fontaine_Sacree -> Coffre -> Salle_Vide -> Grande_Potion -> Escalier -> Orc -> Orc -> Repas -> Zombie -> Piege_a_Pics -> Inscription -> Zombie -> Orc -> Fontaine_Sacree -> Zombie -> Demon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Minotaure -> Gobelin -> Piege_a_Pics -> Gemmes -> Escalier -> Fontaine_Sacree -> Gobelin -> Fosse -> Escalier -> Gobelin -> Gaz_Toxique -> Repas -> Escalier -> Grande_Potion -> Salle_Vide -> Coffre -> Escalier -> Gemmes -> Fontaine_Sacree -> Piege_a_Pics -> Gobelin -> Gemmes -> Hydre -> Orc -> Gobelin -> Liche -> Potion -> Couloir -> Grande_Potion -> Potion -> Rat -> Piege_a_Pics -> Gaz_Toxique -> Minotaure -> Escalier -> Gemmes -> Escalier -> Or -> Zombie -> Couloir -> Coffre -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Epee_Legendaire -> Salle_Vide -> Gemmes -> Fosse -> Or -> Salle_Vide -> Piege_a_Pics -> Minotaure -> Escalier -> Gemmes -> Gobelin -> Or -> Escalier -> Zombie -> Inscription -> Gemmes -> Dragon -> Salle_Vide -> Salle_Vide -> Orc -> Coffre -> Troll -> Gobelin -> Repas -> Demon -> Escalier -> Or -> Fosse -> Rat -> Fosse -> Liche -> Sortie,0,synthetic
Entree -> Salle_Vide -> Rat -> Orc -> Piege_a_Pics -> Dragon -> Fosse -> Gemmes -> Inscription -> Inscription -> Gobelin -> Escalier -> Escalier -> Salle_Vide -> Orc -> Inscription -> Salle_Vide -> Repas -> Salle_Vide -> Salle_Vide -> Grande_Potion -> Gemmes -> Grande_Potion -> Salle_Vide -> Or -> Zombie -> Salle_Vide -> Repas -> Or -> Couloir -> Gemmes -> Salle_Vide -> Minotaure -> Couloir -> Escalier -> Gobelin -> Gemmes -> Potion -> Rat -> Potion -> Repas -> Escalier -> Coffre -> Gobelin -> Escalier -> Couloir -> Gobelin -> Potion -> Inscription -> Salle_Vide -> Gemmes -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Epee_Legendaire -> Or -> Couloir -> Salle_Vide -> Inscription -> Salle_Vide -> Gemmes -> Couloir -> Or -> Orc -> Minotaure -> Couloir -> Dragon -> Gemmes -> Repas -> Fontaine_Sacree -> Couloir -> Or -> Salle_Vide -> Inscription -> Coffre -> Repas -> Couloir -> Dragon -> Gobelin -> Repas -> Salle_Vide -> Escalier -> Gemmes -> Or -> Couloir -> Coffre -> Escalier -> Gaz_Toxique -> Zombie -> Piege_a_Pics -> Gemmes -> Piege_a_Pics -> Piege_a_Pics -> Inscription -> Or -> Coffre -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Salle_Vide -> Gaz_Toxique -> Rat -> Zombie -> Couloir -> Grande_Potion -> Hydre -> Couloir -> Gemmes -> Zombie -> Couloir -> Salle_Vide -> Orc -> Fosse -> Fosse -> Gemmes -> Inscription -> Grande_Potion -> Gemmes -> Zombie -> Troll -> Or -> Gobelin -> Gemmes -> Salle_Vide -> Demon -> Or -> Inscription -> Orc -> Zombie -> Escalier -> Escalier -> Escalier -> Gemmes -> Fosse -> Coffre -> Gobelin -> Gemmes -> Or -> Inscription -> Salle_Vide -> Coffre -> Troll -> Fosse -> Sortie,0,synthetic
Entree -> Rat -> Escalier -> Coffre -> Repas -> Inscription -> Gemmes -> Inscription -> Repas -> Gemmes -> Escalier -> Fontaine_Sacree -> Dragon -> Zombie -> Demon -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Orc -> Inscription -> Gobelin -> Demon -> Fosse -> Gobelin -> Salle_Vide -> Salle_Vide -> Demon -> Fosse -> Coffre -> Couloir -> Gaz_Toxique -> Salle_Vide -> Gaz_Toxique -> Or -> Escalier -> Escalier -> Or -> Orc -> Repas -> Rat -> Rat -> Or -> Fontaine_Sacree -> Escalier -> Potion -> Gemmes -> Salle_Vide -> Or -> Escalier -> Orc -> Fosse -> Liche -> Sortie,0,synthetic
Entree -> Escalier -> Coffre -> Rat -> Couloir -> Salle_Vide -> Or -> Gemmes -> Couloir -> Zombie -> Or -> Coffre -> Coffre -> Inscription -> Fontaine_Sacree -> Salle_Vide -> Salle_Vide -> Gaz_Toxique -> Gemmes -> Inscription -> Coffre -> Gemmes -> Zombie -> Gemmes -> Fosse -> Piege_a_Pics -> Couloir -> Gobelin -> Rat -> Couloir -> Zombie -> Rat -> Gemmes -> Couloir -> Potion -> Couloir -> Coffre -> Inscription -> Potion -> Grande_Potion -> Demon -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Epee_Legendaire -> Gemmes -> Orc -> Rat -> Potion -> Orc -> Minotaure -> Coffre -> Dragon -> Fontaine_Sacree -> Gemmes -> Potion -> Orc -> Zombie -> Salle_Vide -> Rat -> Piege_a_Pics -> Gaz_Toxique -> Rat -> Fosse -> Salle_Vide -> Fosse -> Escalier -> Escalier -> Gobelin -> Sortie,0,synthetic
Entree -> Gaz_Toxique -> Zombie -> Orc -> Grande_Potion -> Rat -> Gaz_Toxique -> Orc -> Gaz_Toxique -> Salle_Vide -> Gobelin -> Minotaure -> Potion -> Orc -> Inscription -> Escalier -> Or -> Or -> Demon -> Rat -> Or -> Gobelin -> Grande_Potion -> Salle_Vide -> Inscription -> Zombie -> Rat -> Orc -> Zombie -> Orc -> Troll -> Hydre -> Gobelin -> Escalier -> Couloir -> Dragon -> Dragon -> Sortie,0,synthetic
Entree -> Escalier -> Salle_Vide -> Couloir -> Repas -> Or -> Gobelin -> Minotaure -> Zombie -> Zombie -> Fosse -> Fontaine_Sacree -> Minotaure -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Gobelin -> Dragon -> Liche -> Inscription -> Or -> Inscription -> Fosse -> Repas -> Escalier -> Gemmes -> Inscription -> Salle_Vide -> Coffre -> Salle_Vide -> Repas -> Rat -> Liche -> Gemmes -> Orc -> Escalier -> Couloir -> Liche -> Zombie -> Grande_Potion -> Demon -> Escalier -> Rat -> Coffre -> Escalier -> Zombie -> Or -> Troll -> Escalier -> Zombie -> Couloir -> Dragon -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Zombie -> Gobelin -> Salle_Vide -> Gobelin -> Rat -> Coffre -> Escalier -> Salle_Vide -> Fosse -> Dragon -> Fontaine_Sacree -> Orc -> Demon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Gobelin -> Gaz_Toxique -> Orc -> Coffre -> Orc -> Escalier -> Or -> Troll -> Grande_Potion -> Orc -> Hydre -> Coffre -> Salle_Vide -> Couloir -> Inscription -> Escalier -> Gaz_Toxique -> Or -> Minotaure -> Inscription -> Gaz_Toxique -> Couloir -> Escalier -> Coffre -> Gemmes -> Inscription -> Piege_a_Pics -> Escalier -> Grande_Potion -> Inscription -> Rat -> Or -> Gemmes -> Gemmes -> Coffre -> Coffre -> Orc -> Demon -> Inscription -> Minotaure -> Coffre -> Demon -> Gaz_Toxique -> Liche -> Troll -> Zombie -> Gobelin -> Or -> Orc -> Zombie -> Demon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Minotaure -> Gobelin -> Salle_Vide -> Rat -> Inscription -> Salle_Vide -> Zombie -> Escalier -> Grande_Potion -> Dragon -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Couloir -> Troll -> Gobelin -> Couloir -> Escalier -> Salle_Vide -> Minotaure -> Fosse -> Gemmes -> Inscription -> Grande_Potion -> Escalier -> Or -> Couloir -> Gobelin -> Gemmes -> Potion -> Orc -> Fontaine_Sacree -> Or -> Piege_a_Pics -> Gobelin -> Inscription -> Orc -> Inscription -> Zombie -> Coffre -> Inscription -> Escalier -> Fontaine_Sacree -> Gemmes -> Zombie -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Piege_a_Pics -> Or -> Gemmes -> Gemmes -> Gemmes -> Salle_Vide -> Zombie -> Salle_Vide -> Potion -> Gaz_Toxique -> Inscription -> Rat -> Gaz_Toxique -> Escalier -> Piege_a_Pics -> Gobelin -> Repas -> Demon -> Salle_Vide -> Gobelin -> Hydre -> Escalier -> Rat -> Or -> Salle_Vide -> Liche -> Inscription -> Grande_Potion -> Coffre -> Coffre -> Piege_a_Pics -> Gobelin -> Gemmes -> Inscription -> Demon -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Inscription -> Zombie -> Gemmes -> Potion -> Escalier -> Fontaine_Sacree -> Troll -> Escalier -> Gemmes -> Escalier -> Demon -> Repas -> Inscription -> Zombie -> Gobelin -> Couloir -> Couloir -> Grande_Potion -> Escalier -> Couloir -> Couloir -> Orc -> Couloir -> Inscription -> Gobelin -> Rat -> Zombie -> Repas -> Gobelin -> Liche -> Or -> Fosse -> Gobelin -> Fosse -> Escalier -> Gemmes -> Rat -> Or -> Salle_Vide -> Grande_Potion -> Or -> Repas -> Gemmes -> Coffre -> Inscription -> Escalier -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Fosse -> Gobelin -> Salle_Vide -> Orc -> Inscription -> Gobelin -> Coffre -> Escalier -> Fosse -> Salle_Vide -> Repas -> Gemmes -> Sortie,0,synthetic
Entree -> Salle_Vide -> Inscription -> Potion -> Fosse -> Grande_Potion -> Coffre -> Fontaine_Sacree -> Gemmes -> Repas -> Escalier -> Gaz_Toxique -> Piege_a_Pics -> Zombie -> Hydre -> Escalier -> Inscription -> Inscription -> Gaz_Toxique -> Grande_Potion -> Gemmes -> Rat -> Orc -> Gobelin -> Grande_Potion -> Grande_Potion -> Dragon -> Gemmes -> Zombie -> Orc -> Hydre -> Zombie -> Gaz_Toxique -> Or -> Zombie -> Couloir -> Inscription -> Inscription -> Orc -> Escalier -> Rat -> Orc -> Or -> Potion -> Orc -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Coffre -> Gemmes -> Salle_Vide -> Couloir -> Zombie -> Grande_Potion -> Potion -> Or -> Gaz_Toxique -> Or -> Salle_Vide -> Hydre -> Inscription -> Zombie -> Couloir -> Couloir -> Hydre -> Sortie,0,synthetic
Entree -> Liche -> Grande_Potion -> Zombie -> Salle_Vide -> Coffre -> Escalier -> Fosse -> Rat -> Gemmes -> Fosse -> Piege_a_Pics -> Or -> Coffre -> Gemmes -> Potion -> Zombie -> Salle_Vide -> Inscription -> Orc -> Potion -> Couloir -> Coffre -> Couloir -> Gemmes -> Piege_a_Pics -> Couloir -> Inscription -> Escalier -> Inscription -> Salle_Vide -> Gemmes -> Gemmes -> Sortie,0,synthetic
Entree -> Gemmes -> Escalier -> Gaz_Toxique -> Gemmes -> Or -> Coffre -> Rat -> Couloir -> Inscription -> Orc -> Grande_Potion -> Or -> Zombie -> Salle_Vide -> Sortie,0,synthetic
Entree -> Gobelin -> Grande_Potion -> Repas -> Gemmes -> Piege_a_Pics -> Fontaine_Sacree -> Potion -> Rat -> Or -> Coffre -> Demon -> Escalier -> Potion -> Zombie -> Gemmes -> Or -> Couloir -> Zombie -> Or -> Coffre -> Piege_a_Pics -> Escalier -> Couloir -> Or -> Potion -> Dragon -> Rat -> Escalier -> Salle_Vide -> Couloir -> Potion -> Rat -> Gemmes -> Salle_Vide -> Orc -> Hydre -> Inscription -> Fosse -> Orc -> Gaz_Toxique -> Inscription -> Orc -> Coffre -> Salle_Vide -> Liche -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
